&quot;id&quot;;&quot;title&quot;;&quot;title_url&quot;;&quot;claim&quot;;&quot;datestart&quot;;&quot;dateend&quot;;&quot;country&quot;;&quot;loc_name&quot;;&quot;place&quot;;&quot;geo_lat&quot;;&quot;geo_long&quot;
&quot;450&quot;;&quot;Juhla 2.5&quot;;&quot;juhla25&quot;;NULL;&quot;1995-06-29&quot;;&quot;1995-07-02&quot;;&quot;FI&quot;;&quot;Youth Center  (Nuorisotalo)&quot;;&quot;Iisalmi&quot;;&quot;63.5666667&quot;;&quot;27.1833333&quot;
&quot;289&quot;;&quot;South Sealand Party 1995&quot;;&quot;southsealand1995&quot;;NULL;&quot;1995-07-07&quot;;&quot;1995-07-09&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Vordingborg&quot;;&quot;54.9833333&quot;;&quot;11.9&quot;
&quot;278&quot;;&quot;Summer Encounter 1995&quot;;&quot;summerencounter1995&quot;;NULL;&quot;1995-07-10&quot;;&quot;1995-07-15&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Harridslev&quot;;&quot;56.5&quot;;&quot;10.1333333&quot;
&quot;681&quot;;&quot;Posadas Amiga Party 1995&quot;;&quot;posadasparty1995&quot;;NULL;&quot;1995-07-21&quot;;&quot;1995-07-23&quot;;&quot;ES&quot;;&quot;unknown&quot;;&quot;Posadas, Córdoba&quot;;&quot;37.8&quot;;&quot;-5.1&quot;
&quot;286&quot;;&quot;Assembly '95&quot;;&quot;assembly1995&quot;;&quot;Vote for me!&quot;;&quot;1995-08-10&quot;;&quot;1995-08-13&quot;;&quot;FI&quot;;&quot;Helsinki Fair Centre&quot;;&quot;Helsinki&quot;;&quot;60.1755556&quot;;&quot;24.9341667&quot;
&quot;317&quot;;&quot;Bizarre 1995&quot;;&quot;bizarre1995&quot;;NULL;&quot;1995-09-09&quot;;&quot;1995-09-10&quot;;&quot;NL&quot;;&quot;De Nobelaer&quot;;&quot;Etten-Leur&quot;;&quot;51.5833333&quot;;&quot;4.6666667&quot;
&quot;449&quot;;&quot;Scenario'95&quot;;&quot;scenario1995&quot;;NULL;&quot;1995-10-13&quot;;&quot;1995-10-15&quot;;&quot;FI&quot;;&quot;unknown&quot;;&quot;Lahti&quot;;&quot;60.9666667&quot;;&quot;25.6666667&quot;
&quot;682&quot;;&quot;Euskal 3&quot;;&quot;euskal3&quot;;NULL;&quot;1995-10-13&quot;;&quot;1995-10-15&quot;;&quot;ES&quot;;&quot;unknown&quot;;&quot;Tolosa, Guipúzcoa&quot;;&quot;43.1333333&quot;;&quot;-2.0666667&quot;
&quot;240&quot;;&quot;Wired 1995&quot;;&quot;wired1995&quot;;&quot;The true spirit of the scene&quot;;&quot;1995-11-03&quot;;&quot;1995-11-05&quot;;&quot;BE&quot;;&quot;University Of Mons-Hainaut&quot;;&quot;Mons&quot;;&quot;50.6333333&quot;;&quot;5.45&quot;
&quot;387&quot;;&quot;Exe '95&quot;;&quot;exe1995&quot;;NULL;&quot;1995-12-15&quot;;&quot;1995-12-17&quot;;&quot;HU&quot;;&quot;unknown&quot;;&quot;Budapest&quot;;&quot;47.5&quot;;&quot;19.0833333&quot;
&quot;235&quot;;&quot;The Party 5&quot;;&quot;theparty5&quot;;NULL;&quot;1995-12-27&quot;;&quot;1995-12-29&quot;;&quot;DK&quot;;&quot;Dronning Margrethe Hallen&quot;;&quot;Fredericia&quot;;&quot;55.5833333&quot;;&quot;9.7666667&quot;
&quot;417&quot;;&quot;Aggressive II&quot;;&quot;agressive1995&quot;;NULL;&quot;1995-12-28&quot;;&quot;1995-12-30&quot;;&quot;FI&quot;;&quot;unknown&quot;;&quot;Helsinki&quot;;&quot;60.1755556&quot;;&quot;24.9341667&quot;
&quot;418&quot;;&quot;Juhla 3.14&quot;;&quot;juhla1996&quot;;&quot;Pii&quot;;&quot;1996-01-19&quot;;&quot;1996-01-21&quot;;&quot;FI&quot;;&quot;Youth Center  (Nuorisotalo)&quot;;&quot;Iisalmi&quot;;&quot;63.5666667&quot;;&quot;27.1833333&quot;
&quot;121&quot;;&quot;Mekka 1996&quot;;&quot;mekka1996&quot;;NULL;&quot;1996-03-29&quot;;&quot;1996-03-31&quot;;&quot;DE&quot;;&quot;Burg Seevetal&quot;;&quot;Hittfeld, Hamburg&quot;;&quot;53.3833333&quot;;&quot;9.9833333&quot;
&quot;122&quot;;&quot;Symposium 1996&quot;;&quot;symposium1996&quot;;NULL;&quot;1996-04-05&quot;;&quot;1996-04-08&quot;;&quot;DE&quot;;&quot;Burg Seevetal&quot;;&quot;Hittfeld, Hamburg&quot;;&quot;53.3833333&quot;;&quot;9.9833333&quot;
&quot;332&quot;;&quot;X 1996&quot;;&quot;x1996&quot;;&quot;It's gonna be a blast of a party!&quot;;&quot;1996-04-06&quot;;&quot;1996-04-09&quot;;&quot;NL&quot;;&quot;Buurthuis Einstein&quot;;&quot;Utrecht&quot;;&quot;52.0833333&quot;;&quot;5.1333333&quot;
&quot;389&quot;;&quot;Scenest '96&quot;;&quot;scenest1996&quot;;&quot;THE EXORCIST&quot;;&quot;1996-04-12&quot;;&quot;1996-04-14&quot;;&quot;HU&quot;;&quot;Mechatronikai Szki. and Gymansium&quot;;&quot;Budapest&quot;;&quot;47.5&quot;;&quot;19.0833333&quot;
&quot;419&quot;;&quot;Demolition 1&quot;;&quot;demolition1&quot;;NULL;&quot;1996-04-26&quot;;&quot;1996-04-28&quot;;&quot;FI&quot;;&quot;Joensuun Kauppaoppilaitos&quot;;&quot;Joensuu&quot;;&quot;63.0666667&quot;;&quot;23.633333&quot;
&quot;290&quot;;&quot;South Sealand Party 96&quot;;&quot;southsealand1996&quot;;NULL;&quot;1996-07-05&quot;;&quot;1996-07-07&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Vordingborg&quot;;&quot;54.9833333&quot;;&quot;11.9&quot;
&quot;400&quot;;&quot;Summer Encounter 1996&quot;;&quot;summerencounter1996&quot;;NULL;&quot;1996-07-27&quot;;&quot;1996-07-29&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Harridslev&quot;;&quot;56.5&quot;;&quot;10.1333333&quot;
&quot;285&quot;;&quot;Assembly '96&quot;;&quot;assembly1996&quot;;NULL;&quot;1996-08-16&quot;;&quot;1996-08-18&quot;;&quot;FI&quot;;&quot;Helsinki Fair Centre&quot;;&quot;Helsinki&quot;;&quot;60.1755556&quot;;&quot;24.9341667&quot;
&quot;318&quot;;&quot;Bizarre 1996&quot;;&quot;bizarre1996&quot;;NULL;&quot;1996-09-07&quot;;&quot;1996-09-08&quot;;&quot;NL&quot;;&quot;De Nobelaer&quot;;&quot;Etten-Leur&quot;;&quot;51.5833333&quot;;&quot;4.6666667&quot;
&quot;423&quot;;&quot;Skenery 1996&quot;;&quot;skenery1996&quot;;NULL;&quot;1996-09-27&quot;;&quot;1996-09-29&quot;;&quot;FI&quot;;&quot;Palokan koulukeskus&quot;;&quot;Palokka, Jyväskylä, Central Finland&quot;;&quot;62.2833333&quot;;&quot;25.7166667&quot;
&quot;123&quot;;&quot;Wired 1996&quot;;&quot;wired1996&quot;;&quot;WE HAD A DREAM&quot;;&quot;1996-11-01&quot;;&quot;1996-11-03&quot;;&quot;BE&quot;;&quot;Salle Polyvalente de Colfontaine&quot;;&quot;Wasmes, Mons&quot;;&quot;50.4166667&quot;;&quot;3.85&quot;
&quot;420&quot;;&quot;Demolition II&quot;;&quot;demolition2&quot;;NULL;&quot;1996-11-22&quot;;&quot;1996-11-24&quot;;&quot;FI&quot;;&quot;Joensuun Kauppaoppilaitos&quot;;&quot;Joensuu&quot;;&quot;63.0666667&quot;;&quot;23.633333&quot;
&quot;135&quot;;&quot;The Party 6&quot;;&quot;theparty6&quot;;NULL;&quot;1996-12-27&quot;;&quot;1996-12-29&quot;;&quot;DK&quot;;&quot;Messecenter Aars&quot;;&quot;Aars&quot;;&quot;56.8&quot;;&quot;9.5333333&quot;
&quot;522&quot;;&quot;Democracy '97&quot;;&quot;democracy1997&quot;;NULL;&quot;1997-01-31&quot;;&quot;1997-02-02&quot;;&quot;FI&quot;;&quot;unknown&quot;;&quot;Siilinjärvi&quot;;&quot;63.0833333&quot;;&quot;27.6666667&quot;
&quot;324&quot;;&quot;The Gathering 1997&quot;;&quot;gathering1997&quot;;&quot;It's a kind of magic!&quot;;&quot;1997-03-26&quot;;&quot;1997-03-30&quot;;&quot;NO&quot;;&quot;The Vikingship&quot;;&quot;Hamar&quot;;&quot;60.8166656494141&quot;;&quot;11.1499996185303&quot;
&quot;83&quot;;&quot;Symposium + Mekka 1997&quot;;&quot;ms1997&quot;;NULL;&quot;1997-03-28&quot;;&quot;1997-03-31&quot;;&quot;DE&quot;;&quot;Heidmarkhalle&quot;;&quot;Fallingbostel, Soltau, Lower Saxony&quot;;&quot;52.8666667&quot;;&quot;9.7&quot;
&quot;467&quot;;&quot;Siliconvention 1997&quot;;&quot;siliconvention1997&quot;;NULL;&quot;1997-03-28&quot;;&quot;1997-03-31&quot;;&quot;DE&quot;;&quot;Gemeinschaftszentrum Obervieland&quot;;&quot;Bremen&quot;;&quot;53.0833333&quot;;&quot;8.8&quot;
&quot;130&quot;;&quot;X´97 Takeover&quot;;&quot;x97takeover&quot;;NULL;&quot;1997-04-04&quot;;&quot;1997-04-06&quot;;&quot;NL&quot;;&quot;Technical University of Eindhoven&quot;;&quot;Eindhoven&quot;;&quot;51.45&quot;;&quot;5.4666667&quot;
&quot;424&quot;;&quot;Abduction'97&quot;;&quot;abduction1997&quot;;&quot;The Cow Strikes Back&quot;;&quot;1997-06-06&quot;;&quot;1997-06-07&quot;;&quot;FI&quot;;&quot;Oulun urheilutalo&quot;;&quot;Oulu&quot;;&quot;65.0166667&quot;;&quot;25.4666667&quot;
&quot;179&quot;;&quot;Buenzli 5&quot;;&quot;buenzli5&quot;;&quot;We ruin your holidays&quot;;&quot;1997-07-05&quot;;&quot;1997-07-06&quot;;&quot;CH&quot;;&quot;Hotel Kreuz&quot;;&quot;Bern&quot;;&quot;46.9166667&quot;;&quot;7.4666667&quot;
&quot;124&quot;;&quot;Wired 1997&quot;;&quot;wired1997&quot;;&quot;WHERE ELSE TO GO?&quot;;&quot;1997-07-18&quot;;&quot;1997-07-20&quot;;&quot;BE&quot;;&quot;Salle Polyvalente de Colfontaine&quot;;&quot;Wasmes, Mons&quot;;&quot;50.4166667&quot;;&quot;3.85&quot;
&quot;276&quot;;&quot;Summer Encounter 1997&quot;;&quot;summerencounter1997&quot;;NULL;&quot;1997-07-24&quot;;&quot;1997-07-27&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Harridslev&quot;;&quot;56.5&quot;;&quot;10.1333333&quot;
&quot;284&quot;;&quot;Assembly '97&quot;;&quot;assembly1997&quot;;NULL;&quot;1997-08-08&quot;;&quot;1997-08-10&quot;;&quot;FI&quot;;&quot;Helsinki Fair Centre&quot;;&quot;Helsinki&quot;;&quot;60.1755556&quot;;&quot;24.9341667&quot;
&quot;386&quot;;&quot;AntIQ 97&quot;;&quot;antiq1997&quot;;NULL;&quot;1997-08-22&quot;;&quot;1997-08-24&quot;;&quot;HU&quot;;&quot;Apáczai Csere János Nevelési Központ&quot;;&quot;Pécs&quot;;&quot;46.0409483168&quot;;&quot;18.2218551636&quot;
&quot;77&quot;;&quot;Evoke 1997&quot;;&quot;evoke1997&quot;;NULL;&quot;1997-08-30&quot;;&quot;1997-08-31&quot;;&quot;DE&quot;;&quot;Jugendheim St. Arnold&quot;;&quot;Arnoldsweiler, Düren, NRW&quot;;&quot;50.8372990014&quot;;&quot;6.49376749992&quot;
&quot;55&quot;;&quot;Neithernor 1997&quot;;&quot;neithernor1997&quot;;NULL;&quot;1997-09-06&quot;;&quot;1997-09-07&quot;;&quot;DE&quot;;&quot;Stadthalle&quot;;&quot;Weismain, Bayern&quot;;&quot;50.0833333&quot;;&quot;11.2333333&quot;
&quot;311&quot;;&quot;TiG 97&quot;;&quot;tig1997&quot;;&quot;The italian Gathering (3rd Edition)&quot;;&quot;1997-09-06&quot;;&quot;1997-09-07&quot;;&quot;IT&quot;;&quot;unknown&quot;;&quot;Pescara&quot;;&quot;42.75&quot;;&quot;13.2666667&quot;
&quot;319&quot;;&quot;Bizarre 1997&quot;;&quot;bizarre1997&quot;;NULL;&quot;1997-09-12&quot;;&quot;1997-09-14&quot;;&quot;NL&quot;;&quot;De Nobelaer&quot;;&quot;Etten-Leur&quot;;&quot;51.5833333&quot;;&quot;4.6666667&quot;
&quot;523&quot;;&quot;Demolition III&quot;;&quot;demolition1997&quot;;NULL;&quot;1997-10-03&quot;;&quot;1997-10-05&quot;;&quot;FI&quot;;&quot;Joensuun Kauppaoppilaitos&quot;;&quot;Joensuu&quot;;&quot;63.0666667&quot;;&quot;23.633333&quot;
&quot;363&quot;;&quot;Lowres 1997&quot;;&quot;lowres1997&quot;;&quot;Weird? Us? We're just having fun!&quot;;&quot;1997-10-31&quot;;&quot;1997-11-02&quot;;&quot;NL&quot;;&quot;unknown&quot;;&quot;Amsterdam&quot;;&quot;52.35&quot;;&quot;4.9166667&quot;
&quot;136&quot;;&quot;The Party 7&quot;;&quot;theparty7&quot;;NULL;&quot;1997-12-27&quot;;&quot;1997-12-29&quot;;&quot;DK&quot;;&quot;Messecenter Aars&quot;;&quot;Aars&quot;;&quot;56.8&quot;;&quot;9.5333333&quot;
&quot;164&quot;;&quot;Buenzli 6&quot;;&quot;buenzli6&quot;;NULL;&quot;1998-02-14&quot;;&quot;1998-02-15&quot;;&quot;CH&quot;;&quot;Hotel Kreuz&quot;;&quot;Bern&quot;;&quot;46.9166667&quot;;&quot;7.4666667&quot;
&quot;126&quot;;&quot;Ambience 1998&quot;;&quot;ambience1998&quot;;&quot;The Future Lies Ahead&quot;;&quot;1998-03-06&quot;;&quot;1998-03-08&quot;;&quot;NL&quot;;&quot;de Staay&quot;;&quot;Venlo&quot;;&quot;51.3666667&quot;;&quot;6.1666667&quot;
&quot;325&quot;;&quot;The Gathering 1998&quot;;&quot;gathering1998&quot;;NULL;&quot;1998-04-05&quot;;&quot;1998-04-12&quot;;&quot;NO&quot;;&quot;The Vikingship&quot;;&quot;Hamar&quot;;&quot;60.8166656494141&quot;;&quot;11.1499996185303&quot;
&quot;84&quot;;&quot;Mekka & Symposium 1998&quot;;&quot;ms1998&quot;;NULL;&quot;1998-04-10&quot;;&quot;1998-04-12&quot;;&quot;DE&quot;;&quot;Heidmarkhalle&quot;;&quot;Fallingbostel, Soltau, Lower Saxony&quot;;&quot;52.8666667&quot;;&quot;9.7&quot;
&quot;131&quot;;&quot;Takeover 1998&quot;;&quot;takeover1998&quot;;NULL;&quot;1998-05-16&quot;;&quot;1998-05-18&quot;;&quot;NL&quot;;&quot;Technical University of Eindhoven&quot;;&quot;Eindhoven&quot;;&quot;51.45&quot;;&quot;5.4666667&quot;
&quot;524&quot;;&quot;Juhla 5&quot;;&quot;juhla1998&quot;;NULL;&quot;1998-05-22&quot;;&quot;1998-05-24&quot;;&quot;FI&quot;;&quot;unknown&quot;;&quot;Kajaani&quot;;&quot;64.2333333&quot;;&quot;27.6833333&quot;
&quot;253&quot;;&quot;Inter Jam '98&quot;;&quot;interjam1998&quot;;NULL;&quot;1998-05-30&quot;;&quot;1998-06-01&quot;;&quot;DE&quot;;&quot;Turnverein Eintracht&quot;;&quot;Ubstadt-Weiher&quot;;&quot;49.1708333&quot;;&quot;8.6188889&quot;
&quot;525&quot;;&quot;Plutonium '98&quot;;&quot;plutonium1998&quot;;NULL;&quot;1998-07-10&quot;;&quot;1998-07-12&quot;;&quot;FI&quot;;&quot;unknown&quot;;&quot;Loviisa&quot;;&quot;60.458545586374&quot;;&quot;26.233334541321&quot;
&quot;125&quot;;&quot;Wired 1998&quot;;&quot;wired1998&quot;;&quot;DON'T MISS THE LAST ONE&quot;;&quot;1998-07-17&quot;;&quot;1998-07-19&quot;;&quot;BE&quot;;&quot;Salle Polyvalente de Colfontaine&quot;;&quot;Wasmes, Mons&quot;;&quot;50.4166667&quot;;&quot;3.85&quot;
&quot;277&quot;;&quot;Summer Encounter 1998&quot;;&quot;summerencounter1998&quot;;NULL;&quot;1998-07-22&quot;;&quot;1998-07-25&quot;;&quot;DK&quot;;&quot;unknown&quot;;&quot;Harridslev&quot;;&quot;56.5&quot;;&quot;10.1333333&quot;
&quot;356&quot;;&quot;Euskal 6&quot;;&quot;euskal6&quot;;NULL;&quot;1998-07-24&quot;;&quot;1998-07-26&quot;;&quot;ES&quot;;&quot;unknown&quot;;&quot;Donostia&quot;;&quot;43.3166667&quot;;&quot;-1.9833333&quot;
&quot;161&quot;;&quot;Buenzli 7&quot;;&quot;buenzli7&quot;;&quot;Bring Your Family&quot;;&quot;1998-08-07&quot;;&quot;1998-08-09&quot;;&quot;CH&quot;;&quot;Jugendwerk Don Bosco&quot;;&quot;Beromünster&quot;;&quot;47.2&quot;;&quot;8.1833333&quot;
